ko,en,cn,jp,vi,description
얼음절벽 비즐리,Ice Cliff Beezly,,,,v4_npc
얼음절벽 팔룬,Ice Cliff Palin,,,,v4_npc
설원 루니스,Snowfield Lunis,,,,v4_npc
설원 작은가지 엔트,Snowfield Small Branch Ent,,,,v4_npc
설원 썩은가지 엔트,Snowfield Rotten Branch Ent,,,,v4_npc
설원 흑마법사,Snowfield Black Mage,,,,v4_npc
설원 암흑전사,Snowfield Dark Warrior,,,,v4_npc
설원 악에 물든 궁수,Snowfield Sinful Archer,,,,v4_npc
설원 악에 물든 병사,Snowfield Sinful Soldier,,,,v4_npc
별자리 샤키르,Constellation Shakir,,,,v4_npc
별자리 포마,Constellation Poma,,,,v4_npc
달그림자 비스,Moonshadow Baz,,,,v4_npc
달그림자 페라손,Moonshadow Pason,,,,v4_npc
페라손,Pason,,,,v4_npc
아필라,Abillah,,,,v4_npc
팔룬,Palin,,,,v4_npc
비텐 흑마법사,Viten Black Mage,,,,v4_npc
비텐 암흑전사,Viten Dark Warrior,,,,v4_npc
비텐 강화병사,Viten Enhanced Soldier,,,,v4_npc
비탈 바돈,Slope Bhadon,,,,v4_npc
제루드,Jarod,,,,v4_npc
죽음의 병사,Death Soldier,,,,v4_npc
죽음의 술사,Necromancer,,,,v4_npc
죽음의 기사,Death Knight,,,,v4_npc
서리폭풍 바돈,Ice Tempest Bhadon,,,,v4_npc
서리폭풍 샤키르,Ice Tempest Shakir,,,,v4_npc
레세느,Laeshan,,,,v4_npc
기억의 탈취자,Memory Murderer,,,,v4_npc
기억 속의 악령,Nightmarish Memories,,,,v4_npc
카두퍼,Kadupau,,,,v4_npc
설원 도적 부두목,Snowfield Thief Deputy,,,,v4_npc
설원 도적 정찰대,Snowfield Thief Recon,,,,v4_npc
헤즈,Hest,,,,v4_npc
농장주,Farm Owner,,,,v4_npc
헤몬,Haemon,,,,v4_npc
헤즈 농장 농부,Hest Farmer,,,,v4_npc
패티,Patti,,,,v4_npc
바케,Becca,,,,v4_npc
지쿠스 주민,Zikus Resident,,,,v4_npc
젊은 기사,Young Knight,,,,v4_npc
라비네스,Ravineth,,,,v4_npc
키벨레,Kibelle,,,,v4_npc
테라모,Teramo,,,,v4_npc
니콜라,Nicola,,,,v4_npc
에르드,Aeldre,,,,v4_npc
에베소,Ephesus,,,,v4_npc
크라머,Klamirr,,,,v4_npc
프랭거,Frango,,,,v4_npc
드레느,Drenn,,,,v4_npc
비아,Veah,,,,v4_npc
바르트,Vhalt,,,,v4_npc
르두스,Ledus,,,,v4_npc
로시에,Rozei,,,,v4_npc
리비에,Lyvier,,,,v4_npc
렌티,Renti,,,,v4_npc
바르돌,Valdor,,,,v4_npc
베리네,Verine,,,,v4_npc
호클레스,Heracles,,,,v4_npc
진저리치는 농부,Fed-Up Farmer,,,,v4_npc
아디사,Atrisa,,,,v4_npc
겁먹은 농부,Frightened Farmer,,,,v4_npc
토먼,Toman,,,,v4_npc
농장의 사냥꾼,Farm Hunter,,,,v4_npc
거버트,Gerbert,,,,v4_npc
도끼를 찾는 나무꾼,Axeless Woodcutter,,,,v4_npc
제라타,Gerita,,,,v4_npc
드레이크 나무꾼,Drake Woodcutter,,,,v4_npc
멜로디,Melody,,,,v4_npc
꿈 많은 소녀,Daydreaming Girl,,,,v4_npc
그란나,Granna,,,,v4_npc
만물 수집가,General Collector,,,,v4_npc
다카린,Dakarin,,,,v4_npc
도시의 미술가,City Artist,,,,v4_npc
레나,Lena,,,,v4_npc
지혜로운 주민,Wise Resident,,,,v4_npc
지아니,Gianni,,,,v4_npc
지쿠스 사냥꾼,Zikus Hunter,,,,v4_npc
알타쉐스,Altasuez,,,,v4_npc
악마 연구가,Demon Researcher,,,,v4_npc
그래트구툴루,Graht Cthulhu,,,,v4_npc
악마로 소문난 강아지,Possibly Demonic Dog,,,,v4_npc
이타프,Yitav,,,,v4_npc
폴라리온 역사학자,Polarion Scholar,,,,v4_npc
캐모나,Camona,,,,v4_npc
바이하르 선생님,Vaihal Teacher,,,,v4_npc
어린이,Child,,,,v4_npc
바이하르 아이들,Vaihal Child,,,,v4_npc
아이다스,Idas,,,,v4_npc
바이하르 경비병,Vaihal Sentry,,,,v4_npc
얀델,Yandel,,,,v4_npc
바이하르 주민,Vaihal Resident,,,,v4_npc
하지,Haji,,,,v4_npc
바이하르 토박이,Vaihal Native,,,,v4_npc
플로스,Viross,,,,v4_npc
귀여운 손주,Adorable Grandchild,,,,v4_npc
루프레치,Rupert,,,,v4_npc
기회를 노리는 보부상,Opportunistic Peddler,,,,v4_npc
지안,Gian,,,,v4_npc
버루스,Buris,,,,v4_npc
일리바,Eliva,,,,v4_npc
안셀름,Ansenim,,,,v4_npc
비토르,Bitta,,,,v4_npc
고드윈,Godwin,,,,v4_npc
토스,Thoms,,,,v4_npc
클래시,Calesi,,,,v4_npc
포센,Poshen,,,,v4_npc
예토,Yeto,,,,v4_npc
카르트,Calde,,,,v4_npc
테레다,Teresa,,,,v4_npc
바이하르 사냥꾼,Vaihal Hunter,,,,v4_npc
키트니,Kitani,,,,v4_npc
카살,Kasahl,,,,v4_npc
헤넬,Henell,,,,v4_npc
홀로 남은 소녀,Lone Girl,,,,v4_npc
파닐레,Vanille,,,,v4_npc
슬기로운 노인,Wise Old Lady,,,,v4_npc
히베니,Hivani,,,,v4_npc
젊은 날의 친구,Longtime Friend,,,,v4_npc
이솔드,Isolde,,,,v4_npc
소꿉친구,Friendly Child,,,,v4_npc
카릴,Khalil,,,,v4_npc
속 깊은 언니,Thoughtful Older Sister,,,,v4_npc
일로시,Ilorci,,,,v4_npc
지혜로운 노인,Wise Old-Timer,,,,v4_npc
지오르,Gior,,,,v4_npc
외로운 아이,Lonely Child,,,,v4_npc
라셀로,Lazlo,,,,v4_npc
듬직한 오빠,Reliable Older Brother,,,,v4_npc
또또,Toto,,,,v4_npc
두부,Dubu,,,,v4_npc
제타,Jeta,,,,v4_npc
달리기 왕,Marathon King,,,,v4_npc
이렌,Irene,,,,v4_npc
시프,Syf,,,,v4_npc
헤븐리,Hevenli,,,,v4_npc
카사로,Kasaro,,,,v4_npc
이야기를 들려주는 노인,Old Storyteller,,,,v4_npc
톨겐,Telkin,,,,v4_npc
아실리,Asiri,,,,v4_npc
정찰 대장,Scout Captain,,,,v4_npc
캐더,Kaede,,,,v4_npc
의문의 여인,Mysterious Woman,,,,v4_npc
자카누크,Jakanuk,,,,v4_npc
텔렌,Tellen,,,,v4_npc
안크,Andi,,,,v4_npc
오델릭,Oderik,,,,v4_npc
실라드,Sherad,,,,v4_npc
콜베인,Kolbein,,,,v4_npc
겔리오스,Gelios,,,,v4_npc
가디온의 부관,Guardion's Adjutant,,,,v4_npc
베카누스,Vekanus,,,,v4_npc
파밀라의 부관,Pamila's Adjutant,,,,v4_npc
크레발,Kreval,,,,v4_npc
토카레그,Tokaleg,,,,v4_npc
플로레트,Florente,,,,v4_npc
페르카나,Berrkana,,,,v4_npc
설원의 귀염둥이,Snowfield Darling,,,,v4_npc
떠도는 망령,Wandering Specter,,,,v4_npc
되살아난 포식자,Reanimated Predator,,,,v4_npc
망자의 기억,Revenant Memory,,,,v4_npc
바트라의 원한,Batra's Rancor,,,,v4_npc
타락한 악마사냥꾼 전사,Corrupt Demon-Hunting Warrior,,,,v4_npc
거대한 파괴,Giant Destroyer,,,,v4_npc
타락한 악마사냥꾼 마법사,Corrupt Demon-Hunting Mage,,,,v4_npc
혹한의 맹위,Frigid Fury,,,,v4_npc
설원의 공포,Snowfield Dread,,,,v4_npc
철매 기사단 지휘관,Scoria Knights Commandant,,,,v4_npc
자연의 결정,Natural Crystal,,,,v4_npc
얼어붙은 주먹,Frozen Fist,,,,v4_npc
얼음 마녀,Ice Witch,,,,v4_npc
베일 듯한 추위,Bitter Cold,,,,v4_npc
정교한 암살자,Unerring Assassin,,,,v4_npc
육중한 덩치,Powerful Presence,,,,v4_npc
바트라 군단 지휘관,Batra Legion Commandant,,,,v4_npc
무자비한 포식자,Merciless Predator,,,,v4_npc
불완전한 존재,Incomplete Being,,,,v4_npc
그림자 볼칸,Shadow Bolkan,,,,v4_npc
그림자 디눅스,Shadow Dinuks,,,,v4_npc
상실 바시크,Anguished Baske,,,,v4_npc
상실 거대 바시크,Anguished Giant Baske,,,,v4_npc
상실 핏빛 악마,Anguished Bloody Demon,,,,v4_npc
좀비,Zombie,,,,v4_npc
거대 좀비,Giant Zombie,,,,v4_npc
상실 뿌리엔트,Anguished Root Ent,,,,v4_npc
상실 가지엔트,Anguished Branch Ent,,,,v4_npc
상실 구릉 엔트란스,Anguished Hill Entitan,,,,v4_npc
상실 구릉 루플라,Anguished Hill Rueflor,,,,v4_npc
상실 구릉 레디스,Anguished Hill Ladis,,,,v4_npc
상실 구릉 타란튤라,Anguished Hill Tarantula,,,,v4_npc
그림자 루플라,Shadow Rueflor,,,,v4_npc
상실 구릉 광전사,Anguished Hill Berserker,,,,v4_npc
상실 구릉 난동꾼,Anguished Hill Hooligan,,,,v4_npc
상실 구릉 요술사,Anguished Hill Illusionist,,,,v4_npc
상실 구릉 흑술사,Anguished Hill Sorcerer,,,,v4_npc
시련 밀리아 환영,Illusory Seasoned Millia,,,,v4_npc
야영지 경비대,Campsite Guard,,,,v4_npc
루리,Luli,,,,v4_npc
코나피,Konapi,,,,v4_npc
모험가,Adventurer,,,,v4_npc
시련 크로우,Seasoned Crow,,,,v4_npc
시련 오그혼,Seasoned Hoghorn,,,,v4_npc
시련 두들,Seasoned Doodle,,,,v4_npc
시련 비즐리,Seasoned Beezly,,,,v4_npc
시련 하피,Seasoned Harpy,,,,v4_npc
시련 철매 병사,Seasoned Scoria Soldier,,,,v4_npc
시련 오크 전사,Seasoned Orc Warrior,,,,v4_npc
시련 오크 투사,Seasoned Orc Fighter,,,,v4_npc
시련 오크 선봉장,Seasoned Orc Vanguard,,,,v4_npc
시련 거대 크로우,Seasoned Giant Crow,,,,v4_npc
시련 거대 오그혼,Seasoned Giant Hoghorn,,,,v4_npc
시련 거대 두들,Seasoned Giant Doodle,,,,v4_npc
시련 거대 비즐리,Seasoned Giant Beezly,,,,v4_npc
시련 거대 하피,Seasoned Giant Harpy,,,,v4_npc
시련 사령관,Seasoned High Commander,,,,v4_npc
시련 오크 대장,Seasoned Orc Captain,,,,v4_npc
고난 밀리아 환영,Illusory Tormented Millia,,,,v4_npc
몽환의 존재,Phantom Being,,,,v4_npc
몽환의 우두머리,Phantom Chief,,,,v4_npc
리루,Lilu,,,,v4_npc
카날피,Kanalpi,,,,v4_npc
세실,Cecil,,,,v4_npc
코모피,Komopi,,,,v4_npc
나날피,Nanalpi,,,,v4_npc
사사피,Sasapi,,,,v4_npc
파파피,Papapi,,,,v4_npc
미싱피,Misingpi,,,,v4_npc
광기에 빠진,Descended into Madness,,,,v4_npc
아련한 위습,Faint Wisp,,,,v4_npc
르바나,Luvana,,,,v4_npc
아이켈,Ikel,,,,v4_npc
라미트,Rahmit,,,,v4_npc
세리브,Selib,,,,v4_npc
로만,Roman,,,,v4_npc
주에르토,Cheldo,,,,v4_npc
숲의 배신자,Forest Traitor,,,,v4_npc
악에 물든 엔트,Sinful Ent,,,,v4_npc
악에 물든 켈록스,Sinful Kaelrog,,,,v4_npc
마족 칼레스,Daemon Kaleth,,,,v4_npc
상실 밑동엔트,Anguished Stump Ent,,,,v4_npc
상실 줄기엔트,Anguished Vine Ent,,,,v4_npc
상실 길목 엔트란스,Anguished Corner Entitan,,,,v4_npc
상실 길목 루플라,Anguished Corner Rueflor,,,,v4_npc
상실 길목 레디스,Anguished Corner Ladis,,,,v4_npc
상실 길목 타란튤라,Anguished Corner Tarantula,,,,v4_npc
상실 길목 광전사,Anguished Corner Berserker,,,,v4_npc
상실 길목 난동꾼,Anguished Corner Hooligan,,,,v4_npc
상실 길목 요술사,Anguished Corner Illusionist,,,,v4_npc
상실 길목 흑술사,Anguished Corner Sorcerer,,,,v4_npc
환각 코브라키온,Hollow Cobrakion,,,,v4_npc
환각 타피오,Hollow Tapio,,,,v4_npc
환각 거대 타피오,Hollow Giant Tapio,,,,v4_npc
환각 거대 가고일,Hollow Giant Gargoyle,,,,v4_npc
환각 할라드,Hollow Helad,,,,v4_npc
환각 헬브리온,Hollow Helbrion,,,,v4_npc
기암 코브라키온,Strange Rock Cobrakion,,,,v4_npc
기암 타피오,Strange Rock Tapio,,,,v4_npc
거대 기암 타피오,Strange Rock Giant Tapio,,,,v4_npc
환각 로코,Hollow Rocco,,,,v4_npc
환각 거대 로코,Hollow Giant Rocco,,,,v4_npc
환각 프로기,Hollow Froggy,,,,v4_npc
환각 거대 슬라임,Hollow Giant Slime,,,,v4_npc
환각 크자드,Hollow Kizard,,,,v4_npc
환각 거대 골렘,Hollow Giant Golem,,,,v4_npc
환각 골렘,Hollow Golem,,,,v4_npc
환각 해골병사,Hollow Skeleton Soldier,,,,v4_npc
환각 거대 해골병사,Hollow Giant Skeleton Soldier,,,,v4_npc
환각 푸파키오,Hollow Pupakio,,,,v4_npc
환각 코볼트 일꾼,Hollow Kobold Worker,,,,v4_npc
환각 코볼트 채굴꾼,Hollow Kobold Excavator,,,,v4_npc
환각 코볼트 폭파병,Hollow Kobold Demolitioner,,,,v4_npc
환각 코볼트 감독관,Hollow Kobold Overseer,,,,v4_npc
환각 볼트로,Hollow Boltro,,,,v4_npc
디안카,Dianka,,,,v4_npc
다모피,Damopi,,,,v4_npc
가온,Gaon,,,,v4_npc
사루피,Sarupi,,,,v4_npc
트리스타냐,Tristiana,,,,v4_npc
바리스,Barris,,,,v4_npc
비바피,Bibapi,,,,v4_npc
세이란,Seiran,,,,v4_npc
나르피,Nalvi,,,,v4_npc
제코,Jecko,,,,v4_npc
루나피,Lunapi,,,,v4_npc
세르,Sar,,,,v4_npc
악에 물든 사막 오크,Sinful Desert Orc,,,,v4_npc
악에 물든 톨로그,Sinful Tolog,,,,v4_npc
마족 나트렌,Daemon Natren,,,,v4_npc
파멸 카무나크,Ruinous Kamunak,,,,v4_npc
파멸 오크 전사,Ruinous Orc Warrior,,,,v4_npc
파멸 정예 오크 전사,Ruinous Elite Orc Warrior,,,,v4_npc
파멸 오크 궁수,Ruinous Orc Archer,,,,v4_npc
파멸 정예 오크 궁수,Ruinous Elite Orc Archer,,,,v4_npc
파멸 프리오,Ruinous Prio,,,,v4_npc
파멸 임프,Ruinous Imp,,,,v4_npc
파멸 오그혼,Ruinous Hoghorn,,,,v4_npc
파멸 트롤,Ruinous Troll,,,,v4_npc
파멸 거대 트롤,Ruinous Giant Troll,,,,v4_npc
파멸 트롤 족장,Ruinous Troll Chief,,,,v4_npc
파멸 우탄,Ruinous Utan,,,,v4_npc
파멸 파푸스,Ruinous Pappsi,,,,v4_npc
파멸 거대 파푸스,Ruinous Giant Pappsi,,,,v4_npc
파멸 케라토,Ruinous Kertos,,,,v4_npc
파멸 시칸,Ruinous Shikan,,,,v4_npc
파멸 기사단장,Ruinous Knight Commander,,,,v4_npc
파멸 기사,Ruinous Knight,,,,v4_npc
파멸 거대 기사,Ruinous Giant Knight,,,,v4_npc
파멸 궁수,Ruinous Archer,,,,v4_npc
파멸 거대 궁수,Ruinous Giant Archer,,,,v4_npc
파멸 파오판,Ruinous Paopan,,,,v4_npc
파멸 루니스,Ruinous Lunis,,,,v4_npc
파멸 거대 루니스,Ruinous Giant Lunis,,,,v4_npc
파멸 비토바,Ruinous Vitoba,,,,v4_npc
파멸 거대 비토바,Ruinous Giant Vitoba,,,,v4_npc
파멸 이프리트,Ruinous Ifrit,,,,v4_npc
파멸 베크로,Ruinous Beklo,,,,v4_npc
파멸 거대 베크로,Ruinous Giant Beklo,,,,v4_npc
파멸 구우로크,Ruinous Guurok,,,,v4_npc
파멸 힐라온,Ruinous Helaion,,,,v4_npc
파멸 거대 블란,Ruinous Giant Vlan,,,,v4_npc
파멸 정찰병,Ruinous Scout,,,,v4_npc
파멸 거대 정찰병,Ruinous Giant Scout,,,,v4_npc
파멸 전사,Ruinous Warrior,,,,v4_npc
파멸 거대 전사,Ruinous Giant Warrior,,,,v4_npc
파멸 킬라즈,Ruinous Kilaz,,,,v4_npc
파멸 비브르,Ruinous Bibul,,,,v4_npc
파멸 암흑전사,Ruinous Dark Warrior,,,,v4_npc
파멸 정예 암흑전사,Ruinous Elite Dark Warrior,,,,v4_npc
파멸 흑마법사,Ruinous Black Mage,,,,v4_npc
파멸 예언자,Ruinous Prophet,,,,v4_npc
스루피,Serupi,,,,v4_npc
제제,Jay-Jay,,,,v4_npc
로라피,Lorapi,,,,v4_npc
나오,Nao,,,,v4_npc
라미피,Lamipi,,,,v4_npc
키키,Kiki,,,,v4_npc
치나피,Cheenapi,,,,v4_npc
아라,Ara,,,,v4_npc
코로피,Koropi,,,,v4_npc
치나,Cheena,,,,v4_npc
뿌뿌피,Gupupi,,,,v4_npc
기쿠란,Gikuran,,,,v4_npc
보비피,Bobipi,,,,v4_npc
지나,Gina,,,,v4_npc
티나피,Tinapi,,,,v4_npc
티라,Tira,,,,v4_npc
피나피,Pinapi,,,,v4_npc
라리엘,Laripi,,,,v4_npc
사라피,Sarapi,,,,v4_npc
자이나,Jayna,,,,v4_npc
광란의 존재,Frenzied Being,,,,v4_npc
저주의 존재,Cursed Being,,,,v4_npc
광란의 바쿤,Frenzied Baktar,,,,v4_npc
저주의 디눅스,Cursed Dinuks,,,,v4_npc
상실의 루스칼,Anguished Ruskal,,,,v4_npc
상실의 존재,Anguished Being,,,,v4_npc
광란 스포아,Frenzied Spora,,,,v4_npc
광란 거대 만고라,Frenzied Giant Mangora,,,,v4_npc
광란 비즐리,Frenzied Beezly,,,,v4_npc
광란 싸움꾼,Frenzied Battler,,,,v4_npc
광란 발프,Frenzied Balf,,,,v4_npc
광란 칼잡이,Frenzied Rogue,,,,v4_npc
광란 카바,Frenzied Cava,,,,v4_npc
광란 칼코스,Frenzied Calkoet,,,,v4_npc
광란 거대 무카,Frenzied Giant Muka,,,,v4_npc
광란 글로그,Frenzied Grog,,,,v4_npc
광란 콘돌,Frenzied Condor,,,,v4_npc
광란 코티아,Frenzied Kotia,,,,v4_npc
리코피,Rikopi,,,,v4_npc
제이나,Jeina,,,,v4_npc
솔라피,Solapi,,,,v4_npc
카나,Kana,,,,v4_npc
라카피,Lakapi,,,,v4_npc
코제트,Cosette,,,,v4_npc
로세피,Losepi,,,,v4_npc
루미,Lumi,,,,v4_npc
메루피,Merupi,,,,v4_npc
시나,Sheena,,,,v4_npc
라키피,Lakipi,,,,v4_npc
모이라,Moira,,,,v4_npc
저주 크로우,Cursed Crow,,,,v4_npc
저주 크로크맨,Cursed Crokmin,,,,v4_npc
저주 랫맨,Cursed Ratman,,,,v4_npc
저주 두들,Cursed Doodle,,,,v4_npc
저주 두코롱,Cursed Dukorong,,,,v4_npc
저주 거대 오그혼,Cursed Giant Hoghorn,,,,v4_npc
저주 암살자,Cursed Assassin,,,,v4_npc
저주 시카리온,Cursed Sikarion,,,,v4_npc
저주 거대 지스칼,Cursed Giant Jackal,,,,v4_npc
저주 하피,Cursed Harpy,,,,v4_npc
저주 세실,Cursed Cecil,,,,v4_npc
저주 거대 만티노,Cursed Giant Mantino,,,,v4_npc
저주 거대 베크로,Cursed Giant Beklo,,,,v4_npc
나른한 파편,Sleepy Shard,,,,v4_npc
골똘한 파편,Devoted Shard,,,,v4_npc
서글픈 파편,Sorrowful Shard,,,,v4_npc
고난 크로우,Tormented Crow,,,,v4_npc
고난 오그혼,Tormented Hoghorn,,,,v4_npc
고난 두들,Tormented Doodle,,,,v4_npc
고난 비즐리,Tormented Beezly,,,,v4_npc
고난 가고일,Tormented Gargoyle,,,,v4_npc
고난 철매 병사,Tormented Scoria Soldier,,,,v4_npc
고난 오크 전사,Tormented Orc Warrior,,,,v4_npc
고난 오크 투사,Tormented Orc Fighter,,,,v4_npc
고난 오크 선봉장,Tormented Orc Vanguard,,,,v4_npc
고난 거대 크로우,Tormented Giant Crow,,,,v4_npc
고난 거대 오그혼,Tormented Giant Hoghorn,,,,v4_npc
고난 거대 두들,Tormented Giant Doodle,,,,v4_npc
고난 거대 비즐리,Tormented Giant Beezly,,,,v4_npc
고난 거대 가고일,Tormented Giant Gargoyle,,,,v4_npc
고난 사령관,Tormented High Commander,,,,v4_npc
고난 오크 대장,Tormented Orc Captain,,,,v4_npc
루나트라 차원문,Lunatra Dimensional Gate,,,,v4_npc
환각의 브로카이스,False Brokut,,,,v4_npc
환각의 존재,Hollow Being,,,,v4_npc
파멸의 아르투만,Ruinous Artuman,,,,v4_npc
파멸의 존재,Ruinous Being,,,,v4_npc
차원의 경계,Dimensional Boundary,,,,v4_npc
모모카,Momoka,,,,v4_npc
시타니스,Sitanis,,,,v4_npc
차원의 경계 경비대장,Dimensional Boundary Guard Captain,,,,v4_npc
상실 해골검사,Anguished Skeleton Swordsman,,,,v4_npc
상실 거대 해골검사,Anguished Giant Skeleton Swordsman,,,,v4_npc
두려운 파편,Fearful Shard,,,,v4_npc
떨리는 파편,Shudder Shard,,,,v4_npc
쓸쓸한 파편,Lonely Shard,,,,v4_npc
조용한 파편,Silent Shard,,,,v4_npc
진지한 파편,Solemn Shard,,,,v4_npc
또렷한 파편,Definitive Shard,,,,v4_npc
힘없는 파편,Feeble Shard,,,,v4_npc
다급한 파편,Dire Shard,,,,v4_npc
억울한 파편,Resentful Shard,,,,v4_npc
시련 이블린 환영,Illusory Seasoned Evelyn,,,,v4_npc
고난 이블린 환영,Illusory Tormented Evelyn,,,,v4_npc
역경 이블린 환영,Illusory Blighted Evelyn,,,,v4_npc
시련 슈크,Seasoned Shuuk,,,,v4_npc
시련 루플라,Seasoned Rueflor,,,,v4_npc
시련 슬라임,Seasoned Slime,,,,v4_npc
시련 지스칼,Seasoned Jiskal,,,,v4_npc
시련 몬시,Seasoned Monsi,,,,v4_npc
시련 가고일,Seasoned Gargoyle,,,,v4_npc
시련 레피,Seasoned Rapi,,,,v4_npc
시련 글로그,Seasoned Grog,,,,v4_npc
시련 해골 병사,Seasoned Skeleton Soldier,,,,v4_npc
시련 거대 슈크,Seasoned Giant Shuuk,,,,v4_npc
시련 거대 루플라,Seasoned Giant Rueflor,,,,v4_npc
시련 거대 슬라임,Seasoned Giant Slime,,,,v4_npc
시련 거대 지스칼,Seasoned Giant Jiskal,,,,v4_npc
시련 거대 몬시,Seasoned Giant Monsi,,,,v4_npc
시련 거대 가고일,Seasoned Giant Gargoyle,,,,v4_npc
시련 거대 레피,Seasoned Giant Rapi,,,,v4_npc
시련 거대 글로그,Seasoned Giant Grog,,,,v4_npc
시련 거대 해골 병사,Seasoned Giant Skeleton Soldier,,,,v4_npc
고난 파푸스,Tormented Pappsi,,,,v4_npc
고난 레디스,Tormented Ladis,,,,v4_npc
고난 제라,Tormented Jaela,,,,v4_npc
고난 흑마법사,Tormented Black Mage,,,,v4_npc
고난 힐라온,Tormented Helaion,,,,v4_npc
고난 할라드,Tormented Helad,,,,v4_npc
고난 암흑전사,Tormented Dark Warrior,,,,v4_npc
고난 무카,Tormented Muka,,,,v4_npc
고난 해골 병사,Tormented Skeleton Soldier,,,,v4_npc
고난 거대 파푸스,Tormented Giant Pappsi,,,,v4_npc
고난 거대 제라,Tormented Giant Jaela,,,,v4_npc
고난 거대 흑마법사,Tormented Giant Black Mage,,,,v4_npc
고난 거대 힐라온,Tormented Giant Helaion,,,,v4_npc
고난 거대 할라드,Tormented Giant Helad,,,,v4_npc
고난 거대 암흑전사,Tormented Giant Dark Warrior,,,,v4_npc
고난 거대 무카,Tormented Giant Muka,,,,v4_npc
고난 거대 해골 병사,Tormented Giant Skeleton Soldier,,,,v4_npc
역경 작은가지 엔트,Blighted Small Branch Ent,,,,v4_npc
역경 만고라,Blighted Mangora,,,,v4_npc
역경 엔트,Blighted Ent,,,,v4_npc
역경 시칸,Blighted Shikan,,,,v4_npc
역경 힐라온,Blighted Helaion,,,,v4_npc
역경 파이먼,Blighted Paimon,,,,v4_npc
역경 케라토,Blighted Kertos,,,,v4_npc
역경 콘돌,Blighted Condor,,,,v4_npc
역경 해골 병사,Blighted Skeleton Soldier,,,,v4_npc
역경 거대 만고라,Blighted Giant Mangora,,,,v4_npc
역경 거대 엔트,Blighted Giant Ent,,,,v4_npc
역경 거대 시칸,Blighted Giant Shikan,,,,v4_npc
역경 거대 힐라온,Blighted Giant Helaion,,,,v4_npc
역경 거대 파이먼,Blighted Giant Paimon,,,,v4_npc
역경 거대 케라토,Blighted Giant Kertos,,,,v4_npc
역경 거대 콘돌,Blighted Giant Condor,,,,v4_npc
역경 거대 해골 병사,Blighted Giant Skeleton Soldier,,,,v4_npc
악에 물든 벨루아,Sinful Vellua,,,,v4_npc
악에 물든 베르키,Sinful Veriki,,,,v4_npc
마족 테루아,Daemon Tellua,,,,v4_npc
아르투만의 종복,Artuman's Servant,,,,v4_npc
아르투만의 분노,Artuman's Wrath,,,,v4_npc
아르투만의 탐욕,Artuman's Avarice,,,,v4_npc
바쿤의 종복,Baktar's Servant,,,,v4_npc
디눅스의 종복,Dinuks' Servant,,,,v4_npc
브로카이스의 종복,Brokut's Servant,,,,v4_npc
파멸 트로이카,Ruinous Troika,,,,v4_npc
파멸 벨프스,Ruinous Belvs,,,,v4_npc
파멸 이프리나,Ruinous Ifrina,,,,v4_npc
파멸 베네딕트,Ruinous Benedict,,,,v4_npc
차베스,Chabeth,,,,v4_npc
레토,Leto,,,,v4_npc
라카스,Lakas,,,,v4_npc
사이엘,Saiel,,,,v4_npc
렌토스,Lentos,,,,v4_npc
자비스,Jabis,,,,v4_npc
자비에,Javier,,,,v4_npc
바이룬,Byron,,,,v4_npc
베론,Baeron,,,,v4_npc
비안토스,Viantos,,,,v4_npc
세베르,Saiber,,,,v4_npc
카이란,Kailan,,,,v4_npc
키에,Kie,,,,v4_npc
파프란,Papran,,,,v4_npc
세토스,Setos,,,,v4_npc
코키엘,Cokiel,,,,v4_npc
자오,Jao,,,,v4_npc
비에르,Pierre,,,,v4_npc
카이오스,Keoth,,,,v4_npc
로카스,Lokas,,,,v4_npc
테리안,Terian,,,,v4_npc
타엘,Tayl,,,,v4_npc
멜바트,Melbat,,,,v4_npc
꿈꾸는 구야모,Dreaming Guyamo,,,,v4_npc
비몽사몽 나야모,Half Asleep Nayamo,,,,v4_npc
잠자는 두야모,Sleeping Duyamo,,,,v4_npc
졸린 마야모,Sleepy Mayamo,,,,v4_npc
추억의 환영,Specter of Remembrance,,,,v4_npc
그리움의 환영,Specter of Longing,,,,v4_npc
기억의 환영,Specter of Memory,,,,v4_npc
슬픔의 환영,Specter of Sorrow,,,,v4_npc
멍한 바야모,Daydreaming Bayamo,,,,v4_npc
잠꼬대 부야모,Sleep Talking Buyamo,,,,v4_npc
드르렁 비야모,Snoring Biyamo,,,,v4_npc
쿨쿨 우야모,Sound Asleep Wuyamo,,,,v4_npc
새근새근 자야모,Slumbering Jayamo,,,,v4_npc
하품 코야모,Yawning Koyamo,,,,v4_npc
잠투정 쿠야모,Restless Kuyamo,,,,v4_npc
낮잠 타야모,Napping Tayamo,,,,v4_npc
냠냠 토야모,Nom Nom Toyamo,,,,v4_npc
절망의 환영,Specter of Despair,,,,v4_npc
위태로운 환영,Unstable Illusion,,,,v4_npc
적막의 환영,Specter of Serenity,,,,v4_npc
고요한 환영,Specter of Tranquility,,,,v4_npc
상념의 환영,Specter of Reverie,,,,v4_npc
백야의 환영,Specter of the Midnight Sun,,,,v4_npc
포로의 환영,Specter of Captivity,,,,v4_npc
반역자의 환영,Specter of Rebellion,,,,v4_npc
찬탈자의 환영,Specter of the Usurper,,,,v4_npc
광란의 우두머리,Frenzied Chief,,,,v4_npc
저주의 우두머리,Cursed Chief,,,,v4_npc
상실의 우두머리,Anguished Chief,,,,v4_npc
